Gene Symbol	1B	2B	3B	8B	9B	10B	11B	13B	14B	16B	17B
SMS	11.33315545	11.52074412	12.21012845	12.15443044	10.47099625	11.56866559	11.03993699	11.02821059	11.3307213	11.18913267	10.42549864
SMTN	11.14140431	11.52346078	12.17661045	11.31559216	12.77315489	9.817400363	9.116754619	10.37229743	11.42134603	10.28390473	9.795686907
SMTN	8.048992566	7.555713654	8.835554814	7.913386122	7.866844059	7.893577206	8.105128915	7.667585194	8.180650144	7.686994327	7.583173338
SMTN	8.763889968	8.841132689	7.35627227	9.541588802	11.13967675	8.631319267	8.323391197	9.077594687	8.404400859	8.870662986	7.86355433
SMU1	9.771019109	10.02117543	10.06779155	10.259202	8.992269902	8.660784809	9.171187218	9.239563942	9.633961826	9.615079986	8.708013366
SMUG1	12.92453309	12.75152292	12.47899595	13.30853797	13.52067312	13.31166615	13.10564754	12.48760531	12.74600242	12.6707502	13.00860015
SMURF1	7.37592796	7.676660724	7.822032079	7.602564151	8.112833212	8.19414476	8.571871653	7.761707017	8.415192933	7.543294131	7.39493718
SMURF1	7.418915049	8.110460688	7.407358401	9.486547761	8.863241789	8.907085814	7.431806645	8.588533225	8.969831476	8.824360703	8.811612917
SMURF2	8.411711177	8.441590291	8.945715454	7.976493752	8.18987938	8.404555587	8.166262978	7.872559187	8.966555749	7.957598847	7.622110715
SMYD2	7.325725985	7.943838679	7.590299116	8.181072522	7.556141439	8.489165227	7.421676094	8.08660283	7.408690788	8.434060741	8.980778116
SMYD3	12.36339989	12.20441756	12.71430881	12.67738332	12.65730548	12.7637059	12.04501533	12.05195954	11.81816507	11.88003951	12.06422928
SMYD5	10.5412922	11.16795391	10.96325093	10.837867	11.52866896	11.00420193	9.171736129	10.14112059	10.71723287	9.397175944	10.17714108
SNAI1	7.041765801	7.048442748	7.099507495	7.00219104	6.95816053	7.053854936	7.033680361	7.000329765	7.048503336	7.011818753	7.022592968
SNAI2	12.38461679	13.13011358	11.8594958	12.89327863	13.51594283	12.31041523	13.25534062	11.76848844	12.97063082	11.74110481	12.16982388
SNAP23	9.692616388	11.27652534	10.05012352	11.85839387	12.14759474	11.31594186	10.79008356	10.41725066	11.42692665	10.59612283	10.94438999
SNAP23	8.400358008	11.01127889	9.075780322	9.695650416	12.73233359	10.86452764	10.37638776	10.76513195	8.34681143	10.10916775	11.62272094
SNAP25	12.40760156	14.44250882	11.39215959	11.76292513	14.27583015	11.87655377	14.52077147	12.8366614	13.00778815	12.46965714	13.93644369
SNAP25	9.848364343	10.73613081	9.577493681	9.430313065	9.05810556	9.116052162	11.46278648	8.625759064	8.890373594	9.518798766	9.091786446
SNAP29	11.80443959	11.42313643	11.5536781	10.78606485	9.26576994	11.67549654	9.76211872	11.77494475	12.04456257	11.60640632	11.2017014
SNAP91	8.19845616	8.595709478	7.204953902	7.316917555	10.35729273	8.889911916	7.163859267	8.182225458	7.258234654	7.127884391	9.503580747
SNAPC1	11.71957347	12.21012845	12.05916513	12.15592913	11.84804828	12.18981589	12.71606662	12.13953185	11.94037295	12.03838394	11.66682777
SNAPC2	14.28638482	14.47245531	14.42447121	13.73532807	14.62907329	14.43877323	14.24905866	14.12639406	14.22943987	14.11726566	14.43427727
SNAPC3	7.489314341	7.374347905	7.540846453	7.944233836	7.371382299	7.641253578	7.560872564	7.305451445	7.646559474	7.347287735	7.596952507
SNAPC4	13.46587639	13.59735187	13.91875198	13.90815028	14.10418681	14.10418681	14.11909546	13.22647094	12.87479264	13.07088166	13.80062223
SNAPC5	11.7503295	11.97466279	11.51630974	11.21000309	10.25652426	11.42008772	10.19407925	11.42313643	11.49669485	10.4521065	9.802651613
SNCA	7.227731768	7.230103512	7.203596803	7.165965972	7.220944445	7.323570608	7.145435792	7.27160459	7.234926502	7.276395171	7.616356015
SNCA	8.748417535	9.538037156	7.278609726	7.996464506	9.492203857	9.105545843	10.49171896	9.645448626	10.4276624	10.07735868	8.597498065
SNCAIP	13.48921539	13.98034226	14.06006829	12.88799463	13.28483865	13.76937963	14.07670122	13.40541528	14.00433161	13.79675513	13.81766773
SNCB	7.344592196	7.433627735	7.812337375	7.419495554	7.345827209	7.457621015	7.576585745	7.428433923	7.829675132	7.356750536	7.789106745
SNCB	7.444966747	7.50979525	8.154520401	7.312255092	7.335487389	7.557312204	7.53648841	7.316844606	7.516411661	7.468789008	7.329890982
SNCG	9.603928311	9.840095855	7.552078493	11.82868286	10.02195685	10.37390659	7.268763106	9.59133756	9.404336345	10.95098132	8.662399932
SND1	13.20773519	12.7683921	13.25027031	12.7435369	12.23007569	12.31906611	7.762780845	12.81018397	13.07650522	12.82139527	11.78723587
SNF8	10.9108374	10.89216395	10.99876294	11.19992578	10.89525272	11.0519684	10.83555344	10.56277794	10.40404771	10.31697652	10.3942612
SNHG3	15.19389142	15.03698817	15.45681414	14.89277065	14.82621718	15.25640206	15.18070722	15.21676825	15.19389142	15.2965805	14.70857651
SNIP1	7.992561266	8.217218448	8.339059793	8.537612804	8.370012239	9.165541953	7.288133609	8.85010943	8.633362292	8.726181213	9.313399013
SNN	9.127721171	9.096770787	9.428184009	8.494842945	8.367542912	9.015663617	8.926434901	9.081632931	9.098954185	9.267633976	8.739639518
SNPH	7.368780474	7.346742341	7.431633952	7.540671938	7.413123323	7.462914498	9.631724075	7.370848825	8.833105163	9.069735106	7.920870628
SNRK	11.91262106	12.62938319	11.56866559	12.82439025	12.94283569	12.44862215	13.32557819	12.74600242	11.69554061	12.48194024	12.86539369
SNRNP200	12.33515477	12.35052235	12.24983322	11.3089715	11.34556031	12.10809792	10.57844673	12.22253602	11.71685232	12.00975822	11.78567519
SNRNP25	12.8518018	11.37956238	12.95878792	10.19693812	10.90326431	12.77645226	7.258271208	12.53024996	10.27509674	12.5858039	11.77995132
SNRNP27	11.69045905	11.95995035	12.08515664	11.42087332	12.05810254	11.79203157	11.89918426	12.31430784	12.19400206	12.19265755	12.33850322
SNRNP35	11.96367914	12.43681479	11.80655107	12.51680061	11.73748176	12.00448808	11.46545534	12.20480154	11.60004183	11.36878748	11.33315545
SNRNP35	10.73342425	8.960159167	10.44144515	10.52904068	10.9174817	10.55794392	10.4584622	10.45692564	10.87045923	9.552582188	9.000597536
SNRNP40	11.30563359	10.7628645	8.681411965	10.96309317	10.57233455	11.31816568	7.231652707	9.891539863	10.25578369	9.924122043	10.99512454
SNRNP70	11.10312865	12.10947767	10.61002516	10.86783003	11.61578414	11.6795064	10.77369217	11.54479928	11.78039197	10.21715642	10.88221036
SNRNP70	14.70113483	14.65075669	14.74037012	14.92875421	14.37256233	14.62182354	14.87522457	14.60217071	14.29262557	14.50581324	14.32650398
SNRNP70	11.57426695	11.76028363	11.83108292	11.88043834	11.62072058	11.1028135	11.68748767	10.98082526	10.95098132	10.73575312	10.66327511
SNRPA	12.73719329	12.02998675	12.69529101	11.96689893	11.48723623	11.93020594	12.70345554	12.04190405	11.70373849	12.02794253	11.68191698
SNRPA1	7.51673576	9.274382352	7.739591582	9.111345638	10.25614769	9.782062536	9.664591846	11.45167328	7.667969539	9.198796576	10.65556588
SNRPB	14.24505423	14.18411923	14.42786153	14.71476711	13.85600084	14.09840344	14.53446945	13.89477432	13.86404989	13.98605629	13.93914193
SNRPB	15.0782342	14.15937015	15.40839245	14.42574738	13.43081639	14.89870019	13.54452998	14.50462457	14.13415903	14.77221659	14.36571569
SNRPB2	10.78733792	11.14048695	12.38520088	12.40282741	12.2352253	12.0420868	11.50041763	11.89084828	10.05068665	11.86892886	12.66007565
SNRPB2	11.26638109	10.95720536	10.87971093	12.79552827	11.96199025	11.97185229	9.24646341	11.69900103	10.62086066	9.740209987	10.96432298
SNRPC	13.6750358	12.69812642	13.45137488	12.37459981	12.84599618	12.91303906	10.52632389	12.91926098	12.73233359	13.02875664	12.5929824
SNRPD1	8.820223639	8.275980832	9.342350284	7.902703997	8.023649651	8.488206875	8.307183607	8.238231067	8.945867154	8.783829187	8.764334865
SNRPD2	8.728466982	8.350644573	9.48634273	8.957390843	8.307457894	8.883918958	9.771019109	8.141781923	8.673172844	8.564554196	8.203126048
SNRPD2	15.14191897	15.15198414	15.28061665	15.32654969	15.14857306	15.23486186	15.33071074	15.28793558	15.24094877	15.04763161	14.97204222
SNRPD3	11.22169283	9.465501923	10.75553982	9.354353446	8.451966505	9.215195848	7.198764969	8.87178715	10.59686297	8.952288188	8.539743716
SNRPE	8.816532479	7.292412869	7.557485573	8.885245157	9.382653001	9.303264167	9.523592609	10.28966911	7.414389535	8.49278694	9.806855389
SNRPF	12.38609346	11.83203136	12.29484983	11.8023328	11.68153465	12.29389558	7.019322988	12.36339989	12.69196021	12.60958007	12.66714445
SNRPG	13.60935221	13.81520664	13.87283289	13.76937963	13.67585017	13.85754458	13.69628979	13.53288653	13.16617208	13.58457357	13.44811899
SNRPN	7.208714062	7.069747489	7.235313128	7.072752296	7.125696014	7.083923056	8.442466594	7.149264467	6.987869597	7.168060342	7.017807308
SNRPN	14.68873472	14.84650417	14.53705642	12.63449693	13.92687289	15.21676825	13.78605741	14.88658625	14.92875421	14.88254216	14.84449151
SNTA1	8.818899338	9.394095954	11.3097735	8.928322253	8.833105163	9.031687393	7.894650908	9.798708651	9.598208792	10.40300019	9.475791676
SNTB1	9.761696647	9.858451589	10.48638197	10.12123139	12.1556056	9.899834366	9.575157718	10.34307225	8.993062484	10.60226638	11.55019579
SNTB2	8.749522849	11.03409417	9.852091395	10.46752937	11.35426247	9.851931182	11.77364441	9.091652214	11.06160719	9.291362127	8.825188515
SNTB2	14.08338953	14.15380852	13.54801867	14.065136	14.03917664	13.39316847	14.21549561	13.96120601	14.10682145	14.02661215	13.89829128
SNTG1	7.202967642	7.248812416	7.196320343	7.198563803	7.102603873	7.171609662	12.29025001	7.106169809	9.590240783	7.141138899	7.01473475
SNTG2	7.148880803	7.075489013	7.294692258	6.979102533	7.203623819	7.103435781	11.21918422	7.055322831	7.10930617	7.141138899	6.989563191
SNUPN	10.82526331	11.87015772	11.51749336	11.73633343	11.21039359	9.907685537	10.53579387	11.67549654	11.41533491	11.45466053	12.04997523
SNUPN	10.13141076	11.19462266	10.88962184	11.10126147	9.95100358	9.246092508	10.08927825	10.94156756	10.66581158	10.82034294	11.05890297
SNURF	8.996822313	11.80277087	10.50385266	8.319702524	10.38417075	12.70801252	9.932093956	10.36930659	10.76472451	9.333717461	9.626672552
SNURF	9.942591284	10.54961234	10.7260132	9.591714646	11.19558636	11.56432917	10.35862095	10.90964388	9.919876285	10.23647701	10.8272662
SNW1	7.742260458	8.359179138	8.455656115	8.134141337	8.53545227	8.32756169	8.517877502	8.848350974	8.184360309	8.328605327	8.131932739
SNX1	12.17021265	12.30321438	11.15727905	11.23141189	10.99441783	10.84570309	8.602389079	11.45886251	11.40941585	11.96230426	10.99986579
SNX10	9.996674042	10.17317773	10.88837831	11.91737925	8.941657868	11.3089715	9.869102204	10.51033682	10.84853084	10.98462915	10.79008356
SNX11	13.40242017	13.43975623	13.21490029	12.70801252	13.36902152	13.44733083	12.85278244	13.32972919	12.93041532	13.22647094	13.42082797
SNX11	7.600120569	7.449926198	8.097155114	7.660202318	7.348959056	7.66688422	10.17960783	7.359358709	7.499619575	7.551277582	7.329290458
SNX13	7.530057397	8.06440741	7.267837137	8.00164289	9.996880256	8.962038588	8.618642048	8.758778925	8.842553002	8.129371972	9.259064081
SNX15	7.627371046	8.663686347	8.187929316	8.457666618	10.059893	9.321570014	12.27216182	7.562224551	7.844441345	9.748512019	8.475412011
SNX15	13.02014583	12.54254041	12.21767994	12.38484763	10.68552717	12.5979324	13.45213496	12.68196359	12.98624137	13.5704817	12.46883542
SNX16	11.27965962	11.02347806	10.61483834	10.09559247	11.74509226	12.19482932	10.80254481	11.93896711	12.16338751	11.8808095	12.35363328
SNX16	9.191030686	8.277229296	7.037836646	8.912079291	8.079256363	8.54052974	9.065950017	8.324333162	9.625146203	8.324182852	8.509724164
SNX17	11.97342526	12.38141091	12.69196021	13.39129446	12.82914463	12.55002467	12.6430101	12.60242145	11.55807214	12.51451304	13.15617779
SNX19	9.140611715	11.08950904	7.654961906	10.81673603	10.4392764	10.01635537	7.020858296	10.52676062	11.39033759	10.67784959	10.09186644
SNX2	9.678167903	11.56518285	10.11580717	12.00832065	11.2465847	10.52059014	11.6838376	11.71397913	10.50299445	11.74549325	12.41955287
SNX24	9.984349255	10.18134829	10.87455808	11.25837974	10.49590735	9.508238499	9.976999347	10.93077146	10.78060217	11.10975658	10.56907332
SNX27	14.25595237	13.94000066	14.19621959	13.74927155	13.51269211	13.87283289	13.93313357	14.37510626	14.53446945	14.96984483	14.48214672
SNX29	11.79995977	13.13426031	11.3089715	13.5485941	13.52272708	12.12083995	13.90973692	12.18150398	10.11730764	10.65831131	12.63856879
SNX3	12.97543855	13.16050866	13.02708807	12.78925811	12.84686034	12.83857369	13.01211411	13.45880737	13.37397146	13.26240454	13.2795198
SNX4	7.848988057	9.87224238	8.154520401	9.241064651	9.025934109	10.6214093	7.883688525	10.70977765	8.942410697	10.3824989	10.50655275
SNX5	7.710881704	7.622604477	8.355683076	7.731463328	7.611943213	7.779777935	8.04584236	7.592150993	7.979738542	7.71714687	7.519443977
SNX5	11.64547893	11.13283554	11.54059976	10.42860954	10.66924583	11.59751242	9.03711605	11.84649834	11.84524609	12.33355588	11.80911832
SNX6	7.454486541	7.36513178	7.379160981	8.698787826	7.265289311	7.313979818	7.223665328	7.358469281	7.460591749	8.728947788	7.791315795
SNX6	15.17687205	15.2106284	15.15481573	14.59533904	15.08401437	15.09062509	14.75054684	15.16373325	15.17348944	15.26383207	15.09062509
SNX7	7.775736997	9.473802179	9.376413836	7.853059503	8.442042461	8.982984665	7.986326221	9.105545843	7.797346832	8.36309644	7.68007639
SNX7	9.642498061	9.900638695	10.049119	7.736877735	8.112250283	7.630479763	7.732792258	8.851808558	10.28851235	8.704606603	8.246845156
SNX7	7.074544313	7.082831817	7.154091072	7.000743415	8.085236946	7.126579501	7.109803143	7.061714386	7.194849843	7.021430425	7.11669226
SOAT1	8.210000874	8.287455279	9.012148659	8.051590535	8.154768531	8.303315006	8.152936778	7.886267838	7.939857467	8.537867311	8.458702487
SOAT2	8.173391039	8.301106938	7.354754502	7.511970054	7.196050227	8.261183692	9.233810055	8.219730769	7.700731679	8.470979841	7.875553646
SOBP	11.24634553	12.16485433	9.797317446	10.53323947	12.66483292	11.30124045	11.66185594	11.61496468	12.37062241	11.55053411	12.10258873
SOCS1	13.17024149	12.69143898	12.48400343	11.65027926	10.97336867	11.8568771	10.9346615	12.56165743	12.63105298	12.99563403	12.45580521
SOCS2	10.61380271	12.12157381	10.39167323	10.78699076	10.35944192	10.91424952	12.3048159	12.44818343	12.37099341	12.33393055	12.31041523
SOCS3	7.853794367	7.933246834	8.610994861	7.774013276	7.901606794	7.797699927	8.086324789	8.04697904	8.558010804	7.759989038	7.739149541
SOCS5	12.19440401	11.09028521	13.87773643	11.81674396	10.86492518	9.835352847	11.24634553	9.036947241	11.5294544	10.71800547	9.668756565
SOCS5	9.280913217	9.385795169	7.285405433	8.05022033	7.350171923	7.319625555	7.335116007	8.203688254	9.245161956	8.418816742	7.256879837
SOCS5	8.938694012	11.3204843	11.26980213	10.74183445	11.73035091	11.06409609	11.37799513	11.16056365	11.05864438	11.14109201	11.32798791
SOCS6	8.970616442	8.770003498	9.603005678	8.887903321	8.336220215	8.549617326	9.221845419	8.24226187	8.878656228	8.575005959	7.887520612
SOCS7	9.762411529	8.847953372	9.830827717	10.38004884	9.675997332	9.43153647	9.644374197	9.400023486	9.42358963	8.388991237	8.969831476
SOCS7	8.65894756	8.224961339	8.246001164	9.005530964	8.807082823	8.795063281	8.064905751	7.575651695	8.037216494	8.804487238	8.073876812
SOD1	12.76028669	12.69529101	12.71581135	12.96089313	12.46342202	12.79602455	12.79709654	12.7416021	12.60721666	12.67975907	12.47735632
SOD2	11.1504625	11.92917069	12.739773	12.54863533	12.41381755	11.34861302	11.85038348	11.96038643	12.56770803	11.53712578	12.4990871
SOD2	13.17512151	13.12824029	12.90805692	13.07364785	12.70284868	12.44062959	12.47984849	13.00609059	13.6846417	12.8813158	12.82489471
SOD2	12.49062428	12.81989843	13.03393832	12.09781868	12.18288745	12.29606071	12.56030267	12.62218741	13.17615026	11.70460681	12.25705077
SOD3	12.89388786	13.79358615	13.01728899	11.97544264	12.52038962	12.73808183	12.98571328	13.21336809	13.4619782	13.2373375	12.70540182
SOHLH2	7.366599333	8.130990488	7.534947182	7.469497554	7.481306103	7.313115741	7.419237638	7.309282616	9.317386005	7.769365442	7.222937464
SOLH	11.4913855	10.5944055	11.66446265	10.43065391	10.22645801	11.60363425	7.876164004	10.42479348	10.35091969	11.25406697	10.61807632
SON	13.36317885	14.04073471	13.37454987	13.87927096	13.63843149	13.46887145	12.91468278	13.36711967	13.95664933	12.89388786	12.91767131
SON	9.780758068	9.000597536	9.5621677	9.505109647	9.004802565	9.775010706	9.723825847	10.36610176	10.44515535	10.55862777	10.37088307
SON	7.442945229	10.6006213	9.38400052	11.00600628	10.65483586	10.10307185	10.39092862	11.33195099	8.794481605	10.61257061	10.86179391
SON	12.82188906	12.47537952	12.49691422	11.63227935	12.09781868	12.3170259	11.35874715	12.37766506	12.91604002	12.35798123	12.03237675
SORBS1	9.546275835	11.03118164	7.362264771	9.432685136	10.36308269	9.373972638	10.69268703	10.36670995	11.41777923	11.28974159	10.00858358
SORBS1	11.02012473	12.68864834	11.51372296	12.60958007	12.46552188	12.09808048	13.5060283	12.70898706	12.85571809	13.13742034	12.18558711
SORBS1	9.370608276	9.988110216	9.919876285	9.060209043	9.906968549	8.939017931	12.85907983	9.687097527	9.35370478	9.767921857	8.702762198
SORBS1	9.676379602	12.49819582	7.395107035	10.80336919	11.6878604	7.226515383	12.33710079	10.34275235	7.242234328	9.407835884	8.86242702
SORBS1	10.24418906	11.50349704	10.60160188	9.096770787	10.70977765	10.01086732	7.741617428	9.746916906	11.12375323	11.2892012	8.338951216
SORBS2	7.502460843	7.346121673	9.66856454	7.25546417	7.509522662	7.901058353	7.500603472	7.374570567	7.508916774	7.416318699	7.707439116
SORBS2	7.793088591	9.123929796	8.479602226	9.657902781	8.607718772	7.947521296	10.89181653	7.583907205	8.077825436	7.651703256	8.160705727
SORBS2	8.889073114	9.767544554	11.44975321	11.04875893	9.071482543	8.688333528	7.171887067	11.63398732	11.89179253	11.62498063	11.0519684
SORBS3	10.58490181	10.82583777	11.07558771	9.27976205	9.864260638	10.77595042	8.537867311	9.259064081	10.48914227	10.47730797	9.61291336
SORBS3	9.842776471	11.60044686	11.26462877	11.30124045	13.01899007	10.6825339	12.42375339	11.26319007	9.320540723	11.4680687	12.43228634
SORBS3	9.240151097	8.512025333	10.1523905	7.502430632	8.168438708	8.384392507	10.34145208	8.012841748	8.654815966	8.447707321	7.020368856
SORCS3	8.435683617	7.673173719	8.024747507	7.612498243	7.60476155	7.79481345	9.141327785	7.62232885	8.096379306	7.623676737	7.616657652
SORD	9.84432815	9.45020748	10.34631337	9.407693476	9.498576615	11.53213988	7.23295221	10.9346615	8.713348188	10.75951147	10.35862095
SORD	8.665617352	7.017141296	6.932015371	6.946391673	7.171203486	7.519218278	7.88861822	6.938887854	6.993850499	7.001259972	7.251780477
SORL1	9.668945313	7.606513528	7.582281647	10.53473298	7.74961315	9.689659774	7.658995936	9.169262628	8.864720802	8.780854449	8.766807534
SORT1	9.737692306	10.56058042	11.78770366	11.86481005	11.15473702	9.963877273	10.30913482	11.15357419	9.555398277	12.66280777	11.59059622
SOS1	10.10556284	10.32192156	9.643502736	10.76814834	11.49986322	9.68784773	9.9719771	10.12867084	10.46718052	10.10375939	11.53903125
SOSTDC1	8.996543401	8.71789205	9.470214665	8.091994418	9.815159761	8.427253749	8.692270079	8.514093402	8.511133138	9.128980473	8.423971728
SOX1	7.065366418	7.155627704	7.235313128	7.176886842	7.168157996	7.241517034	7.198764969	7.182902458	7.146539388	7.257449754	7.13190295
SOX10	12.73948797	12.98837716	7.280277632	7.289131867	12.37585378	7.141655169	12.50865798	12.56648872	10.00177413	11.91849255	11.07177816
SOX11	11.41265476	9.303540127	14.06686215	13.64218584	13.44879269	10.81393884	11.62453434	7.309916923	10.48206391	10.68139019	10.87008868
SOX12	9.136791063	8.310046927	9.53397365	7.950015822	7.597215842	10.18723635	7.578601738	7.49717594	7.639609854	7.45939193	8.802991647
SOX13	12.63395914	12.43719713	12.7228867	13.3857768	11.56148119	12.97815298	12.38658352	12.51954094	11.35347776	12.77913884	12.53657931
SOX14	8.879084122	7.818743684	9.78431505	7.598901553	7.851193603	8.071069128	8.063020843	7.789186045	8.25481514	7.86895953	7.641322456
SOX15	7.75377789	11.43283849	13.39129446	10.06604134	12.00886852	13.2275349	10.84121174	12.03787359	9.75713976	12.15639502	11.6838376
SOX17	11.37989025	11.1869558	7.224298221	10.06823299	7.255846329	10.01700355	7.17001473	10.9108374	12.79510556	12.80345548	9.340349099
SOX18	14.08583241	14.22154989	13.48138328	13.78808739	13.99140782	13.85371812	14.15474267	14.30227255	13.7240676	14.58082698	14.43318031
SOX2	7.048861817	8.044909498	7.155582815	7.026826113	7.201958156	7.152974992	8.393142091	7.737841327	8.728625464	7.448673102	7.060557606
SOX21	8.629322666	8.406852535	7.654961906	7.229360456	7.322826783	7.302001564	10.3063906	7.127306475	7.467598308	8.234073472	8.678706462
SOX3	7.114256491	7.168440854	7.369566321	7.216455726	7.115812133	11.9607524	12.57563574	7.130696549	7.259922826	8.861442855	7.082623121
SOX30	7.288662203	7.314893902	7.430147312	7.302752463	7.297372848	7.323570608	7.515917936	7.243815727	7.502460843	7.32549965	7.295142439
SOX30	7.850373124	7.522749012	7.858869702	8.202506965	9.622970137	7.823482814	7.847951964	7.490464007	7.91395102	7.689049086	8.758604442
SOX4	12.55311866	11.59075888	12.01889545	11.92220431	11.92690209	12.06296823	10.26569481	11.9574634	11.23848845	11.70974917	12.06959744
SOX5	9.810591768	9.972169667	11.23618054	7.431411351	7.507983172	9.419586321	7.511854978	8.635201418	7.865589992	9.60318256	7.86099756
SOX5	7.260484725	7.795165924	7.41109205	7.272799141	7.153281047	7.218416424	7.19194962	7.928109962	7.182444911	7.289380673	7.650099412
SOX5	8.730531099	8.313946019	7.552078493	7.678711757	7.350171923	8.671927472	7.549164261	7.232770201	9.611740104	7.348112577	7.446381987
SOX9	6.978534871	6.926396499	9.827877836	10.41454263	6.898640207	7.048503336	6.940868566	9.368975766	6.976593692	10.00895664	8.944369693
SP1	12.9711417	13.62656018	13.15617779	13.76402442	12.85770827	13.1454244	13.49252475	13.33477458	13.40618807	13.08087253	12.7829603
SP100	10.46770544	11.38343763	10.6032822	10.4699391	9.965749355	11.02347806	11.28497677	10.85038377	11.55332411	11.34515883	10.36895543
SP100	13.98113598	14.15474267	13.72536718	14.57271142	13.33108471	14.03998409	14.08583241	13.94355935	14.3939078	13.8668952	13.60874466
SP100	12.48317338	12.45379958	11.98596561	12.70565233	12.66899934	12.21346075	11.75732718	11.95219309	11.95080075	11.89084828	11.85724212
SP110	14.3902371	14.20698307	13.5485941	14.46124849	13.16844205	14.31759588	14.37510626	14.14888863	14.16743566	14.319949	14.22645469
SP110	7.6175965	7.419856771	7.850373124	7.456526102	7.333147982	9.553885973	7.480260911	7.276425412	7.526581501	7.374735241	7.238740302
SP110	12.4524823	12.643474	11.6974591	12.75152292	12.87479264	12.74696836	12.39887472	12.76230724	12.80440255	11.86841197	12.3997482
SP140	11.72811581	10.66080722	10.8320504	9.865039905	8.950236135	10.15272452	9.608832213	11.10093916	10.27429688	8.907654408	10.00177413
SP140	11.85111677	11.48802684	10.75302502	10.89989514	8.896390196	10.37469846	12.07083673	12.05933892	10.21389155	10.30855764	11.38218229
SP140	13.04790187	12.61713932	11.92486235	11.77010782	10.59282928	12.1033576	12.00448808	12.48029588	10.84121174	11.6296829	11.96787231
SP140L	11.39387126	11.96367914	11.43724481	11.85471385	11.67685537	12.64688023	11.94638925	11.66446265	11.08950904	11.98157375	12.02964367
SP2	9.896015658	10.36245507	10.79195321	9.974435034	9.524244794	11.05815798	8.261552345	10.8657036	10.69268703	10.86287346	10.33003688
SP3	7.748047076	7.754233654	8.460378847	8.360049791	7.766735322	7.784366085	7.883688525	7.621493581	8.073119858	7.680542064	7.544092543
SP3	7.491886186	8.987753454	7.782751648	9.305557626	9.098267789	9.201761881	7.441702464	8.374706549	9.398750531	7.488178731	7.623748668
SP3	12.34743832	12.75006573	12.64214457	13.16968382	12.51086953	12.89176183	13.11430739	12.84204242	12.71039403	12.38207199	12.34536045
SP4	11.31520469	11.20066443	11.46038403	10.96990388	10.91276092	11.53332782	11.70843486	11.77403451	11.57059169	11.23335	11.33560122
SPA17	7.635819302	7.545750859	8.006459555	7.745800922	7.516045195	7.773924808	7.711371047	7.461082681	7.878148012	7.536546017	8.129863733
SPACA1	8.246116382	7.855574809	8.893803089	7.792986075	8.148730689	8.316745256	8.540992496	7.722655999	8.339484839	7.959011379	7.784815958
SPAG1	7.343228454	7.390652187	7.233698621	7.307649363	7.292722544	7.1127626	8.703844266	7.263679817	7.318170235	7.897819092	7.185028254
SPAG1	9.333717461	9.071300666	8.880307349	9.049978067	9.67566131	10.86919201	8.628239418	11.15661655	10.51903305	10.27509674	9.815884329
SPAG1	12.86133645	13.17359303	13.25710292	13.14201269	12.65490666	13.46587639	12.98520825	13.38959707	13.25077063	12.81784622	12.63395914
SPAG11B	7.122350161	6.965091259	7.045331711	6.997410216	7.062481056	7.18579137	7.102890889	6.983245498	7.024507127	6.997896417	7.037346104
SPAG16	10.68493829	11.61743938	9.936330488	10.86103561	11.86235936	11.52264652	11.29977393	11.26900838	11.3232988	10.68416102	10.8571362
SPAG16	12.92065117	13.33910759	11.90436213	12.56117565	12.81406591	13.00860015	13.30104686	13.03393832	13.68308635	12.41424809	12.55560263
SPAG16	7.179906235	7.171136337	7.277147712	7.117760746	7.250786553	7.389643101	7.474509294	7.207287335	7.293571896	7.314597847	7.229632672
SPAG4	7.454486541	8.126386257	7.488271443	7.176886842	7.369906613	7.351895786	7.318170235	7.348262017	7.460591749	7.453586687	7.197423709
SPAG5	8.368828618	8.385717737	9.118588686	8.566808689	8.529813673	9.674901568	9.068779015	7.943073668	8.580996498	8.344424309	8.350015046
SPAG6	7.165280005	7.148842365	7.179524853	7.100886766	7.225400256	9.057318922	9.732159114	8.143603638	7.272846622	7.19571707	7.56861091
SPAG6	7.362848307	7.156826273	7.169625182	7.148919242	7.153281047	7.187366022	7.183152386	8.287627268	7.232749795	7.210793897	7.345191663
SPAG7	13.23149149	13.37080367	13.64218584	13.41570163	13.59291539	13.16050866	12.93707419	13.26703486	12.99286019	13.69978506	13.59439982
SPAG8	10.11363918	9.970607556	8.641410095	9.100479368	8.370821646	9.27491846	9.16865382	9.195912709	9.486846997	9.860411728	10.13536985
SPAG8	7.364222751	7.927238268	7.703780133	7.621115306	8.139385407	7.240256808	7.301004482	7.297103725	7.213812082	7.383912857	7.628940389
SPAG9	10.01382414	10.13266401	10.94032994	11.45131843	11.20622983	10.7577952	7.092525346	7.076605348	10.7111633	9.182773267	10.50791775
SPAG9	9.695290569	9.967062048	9.656992385	9.086937833	10.14005453	9.803713137	9.948481323	9.674269198	10.72969638	9.765510836	10.22460344
SPAG9	9.323423438	10.35508955	10.73863822	10.09316035	10.38972414	10.30669773	9.970252218	11.03003318	9.636145264	11.00666068	10.76127502
SPAM1	7.601178657	7.544631432	8.170047036	7.491421593	7.528271396	7.625826244	7.992787347	7.521701548	7.809238873	7.603318204	7.467598308
SPAM1	7.280044404	7.258038419	8.954727515	7.210762422	7.21571003	7.294192545	7.042140419	7.232770201	7.258845357	7.355613081	7.223550244
