	probe	EntrezGene.ID	Gene.Symbol
geneid_94241	geneid_94241	94241	TP53INP1
geneid_54797	geneid_54797	54797	MED18
geneid_140828	geneid_140828	140828	C20orf56
geneid_255743	geneid_255743	255743	NPNT
geneid_4907	geneid_4907	4907	NT5E
geneid_411	geneid_411	411	ARSB
geneid_10152	geneid_10152	10152	ABI2
geneid_319101	geneid_319101	319101	K6IRS3
geneid_1427	geneid_1427	1427	CRYGS
geneid_27112	geneid_27112	27112	TMEM28
geneid_9183	geneid_9183	9183	ZW10
geneid_9459	geneid_9459	9459	ARHGEF6
geneid_165829	geneid_165829	165829	GPR156
geneid_10320	geneid_10320	10320	ZNFN1A1
geneid_54926	geneid_54926	54926	UBE2R2
geneid_1628	geneid_1628	1628	DBP
geneid_7128	geneid_7128	7128	TNFAIP3
geneid_255193	geneid_255193	255193	C19orf34
geneid_26153	geneid_26153	26153	KIF26A
geneid_9563	geneid_9563	9563	H6PD
geneid_89846	geneid_89846	89846	FGD3
geneid_55843	geneid_55843	55843	ARHGAP15
geneid_3547	geneid_3547	3547	IGSF1
geneid_8869	geneid_8869	8869	ST3GAL5
geneid_124935	geneid_124935	124935	SLC43A2
geneid_51517	geneid_51517	51517	NCKIPSD
geneid_5493	geneid_5493	5493	PPL
geneid_121642	geneid_121642	121642	ALKBH2
geneid_143630	geneid_143630	143630	MGC20470
geneid_83895	geneid_83895	83895	KRTAP1-5
geneid_4774	geneid_4774	4774	NFIA
geneid_387694	geneid_387694	387694	SH2D4B
geneid_643616	geneid_643616	643616	MOP-1
geneid_282763	geneid_282763	282763	OR51B5
geneid_58495	geneid_58495	58495	OVOL2
geneid_114902	geneid_114902	114902	C1QTNF5
geneid_84861	geneid_84861	84861	KLHL22
geneid_140462	geneid_140462	140462	ASB9
geneid_112616	geneid_112616	112616	CMTM7
geneid_55329	geneid_55329	55329	MNS1
geneid_91543	geneid_91543	91543	RSAD2
geneid_151146	geneid_151146	151146	LOC151146
geneid_56897	geneid_56897	56897	WRNIP1
geneid_10236	geneid_10236	10236	HNRPR
geneid_23397	geneid_23397	23397	BRRN1
geneid_84455	geneid_84455	84455	KIAA1799
geneid_25977	geneid_25977	25977	NECAP1
geneid_5996	geneid_5996	5996	RGS1
geneid_28	geneid_28	28	ABO
geneid_79712	geneid_79712	79712	GTDC1
geneid_51126	geneid_51126	51126	NAT5
geneid_5948	geneid_5948	5948	RBP2
geneid_6101	geneid_6101	6101	RP1
geneid_56888	geneid_56888	56888	KCMF1
geneid_114336	geneid_114336	114336	CGB2
geneid_9942	geneid_9942	9942	XYLB
geneid_6615	geneid_6615	6615	SNAI1
geneid_55127	geneid_55127	55127	HEATR1
geneid_27042	geneid_27042	27042	C1orf107
geneid_3273	geneid_3273	3273	HRG
geneid_54509	geneid_54509	54509	RHOF
geneid_8887	geneid_8887	8887	TAX1BP1
geneid_55805	geneid_55805	55805	LRP2BP
geneid_23281	geneid_23281	23281	KIAA0774
geneid_23597	geneid_23597	23597	ACOT9
geneid_4711	geneid_4711	4711	NDUFB5
geneid_26297	geneid_26297	26297	SERGEF
geneid_10880	geneid_10880	10880	ACTL7B
geneid_7957	geneid_7957	7957	EPM2A
geneid_2246	geneid_2246	2246	FGF1
geneid_26578	geneid_26578	26578	OSTF1
geneid_56934	geneid_56934	56934	CA10
geneid_10397	geneid_10397	10397	NDRG1
geneid_124599	geneid_124599	124599	CD300LB
geneid_79751	geneid_79751	79751	SLC25A22
geneid_8694	geneid_8694	8694	DGAT1
geneid_908	geneid_908	908	CCT6A
geneid_10460	geneid_10460	10460	TACC3
geneid_9363	geneid_9363	9363	RAB33A
geneid_641700	geneid_641700	641700	ECSM2
geneid_10204	geneid_10204	10204	NUTF2
geneid_1757	geneid_1757	1757	SARDH
geneid_339479	geneid_339479	339479	FAM5C
geneid_9520	geneid_9520	9520	NPEPPS
geneid_54955	geneid_54955	54955	C1orf109
geneid_8073	geneid_8073	8073	PTP4A2
geneid_285362	geneid_285362	285362	SUMF1
geneid_57679	geneid_57679	57679	ALS2
geneid_79086	geneid_79086	79086	C19orf42
geneid_60506	geneid_60506	60506	NYX
geneid_3822	geneid_3822	3822	KLRC2
geneid_11091	geneid_11091	11091	WDR5
geneid_6295	geneid_6295	6295	SAG
geneid_7314	geneid_7314	7314	UBB
geneid_285343	geneid_285343	285343	C3orf23
geneid_151194	geneid_151194	151194	FAM119A
geneid_8111	geneid_8111	8111	GPR68
geneid_93380	geneid_93380	93380	TMEM32
geneid_25843	geneid_25843	25843	PREI3
geneid_124401	geneid_124401	124401	ANKS3
geneid_1269	geneid_1269	1269	CNR2
geneid_9653	geneid_9653	9653	HS2ST1
geneid_2963	geneid_2963	2963	GTF2F2
geneid_10043	geneid_10043	10043	TOM1
geneid_8481	geneid_8481	8481	OFD1
geneid_10413	geneid_10413	10413	YAP1
geneid_51693	geneid_51693	51693	TRAPPC2L
geneid_26472	geneid_26472	26472	PPP1R14B
geneid_57562	geneid_57562	57562	KIAA1377
geneid_3775	geneid_3775	3775	KCNK1
geneid_642198	geneid_642198	642198	FLJ36868
geneid_284013	geneid_284013	284013	VMO1
geneid_440334	geneid_440334	440334	LOC440334
geneid_8774	geneid_8774	8774	NAPG
geneid_392307	geneid_392307	392307	C9orf128
geneid_9580	geneid_9580	9580	SOX13
geneid_7750	geneid_7750	7750	ZMYM2
geneid_79447	geneid_79447	79447	C16orf53
geneid_10160	geneid_10160	10160	FARP1
geneid_283212	geneid_283212	283212	FLJ33790
geneid_23116	geneid_23116	23116	KIAA0423
geneid_9100	geneid_9100	9100	USP10
geneid_152756	geneid_152756	152756	FLJ31659
geneid_200008	geneid_200008	200008	CDCP2
geneid_9133	geneid_9133	9133	CCNB2
geneid_23516	geneid_23516	23516	SLC39A14
geneid_91283	geneid_91283	91283	C9orf30
geneid_5122	geneid_5122	5122	PCSK1
geneid_22894	geneid_22894	22894	KIAA1008
geneid_646519	geneid_646519	646519	LOC646519
geneid_200726	geneid_200726	200726	LOC200726
geneid_282566	geneid_282566	282566	C21orf71
geneid_112770	geneid_112770	112770	C1orf85
geneid_644433	geneid_644433	644433	LOC644433
geneid_116987	geneid_116987	116987	CENTG2
geneid_5345	geneid_5345	5345	SERPINF2
geneid_1178	geneid_1178	1178	CLC
geneid_861	geneid_861	861	RUNX1
geneid_9744	geneid_9744	9744	CENTB1
geneid_26648	geneid_26648	26648	OR7E24
geneid_1716	geneid_1716	1716	DGUOK
geneid_401209	geneid_401209	401209	FLJ44796
geneid_80863	geneid_80863	80863	PRRT1
geneid_2543	geneid_2543	2543	GAGE1
geneid_27283	geneid_27283	27283	TINAG
geneid_6336	geneid_6336	6336	SCN10A
geneid_26333	geneid_26333	26333	OR7A17
geneid_148808	geneid_148808	148808	MFSD4
geneid_4049	geneid_4049	4049	LTA
geneid_10319	geneid_10319	10319	LAMC3
geneid_128864	geneid_128864	128864	C20orf144
geneid_4238	geneid_4238	4238	MFAP3
geneid_2679	geneid_2679	2679	GGT2
geneid_941	geneid_941	941	CD80
geneid_55254	geneid_55254	55254	TMEM39A
geneid_5507	geneid_5507	5507	PPP1R3C
geneid_2531	geneid_2531	2531	FVT1
geneid_200810	geneid_200810	200810	LOC200810
geneid_26269	geneid_26269	26269	FBXO8
geneid_80816	geneid_80816	80816	KIAA1713
geneid_1783	geneid_1783	1783	DYNC1LI2
geneid_63930	geneid_63930	63930	C20orf51
geneid_58191	geneid_58191	58191	CXCL16
geneid_79339	geneid_79339	79339	OR51B4
geneid_79602	geneid_79602	79602	ADIPOR2
geneid_116844	geneid_116844	116844	LRG1
geneid_341276	geneid_341276	341276	OR10A2
geneid_6606	geneid_6606	6606	SMN1
geneid_6121	geneid_6121	6121	RPE65
geneid_1495	geneid_1495	1495	CTNNA1
geneid_79947	geneid_79947	79947	DHDDS
geneid_53838	geneid_53838	53838	C11orf24
geneid_85364	geneid_85364	85364	ZCCHC3
geneid_5092	geneid_5092	5092	PCBD1
geneid_254439	geneid_254439	254439	FLJ22675
geneid_167826	geneid_167826	167826	OLIG3
geneid_153396	geneid_153396	153396	TMEM161B
geneid_219731	geneid_219731	219731	LOC219731
geneid_80778	geneid_80778	80778	ZNF34
geneid_3135	geneid_3135	3135	HLA-G
geneid_79614	geneid_79614	79614	C5orf23
geneid_23001	geneid_23001	23001	WDFY3
geneid_7412	geneid_7412	7412	VCAM1
geneid_197358	geneid_197358	197358	NOD3
geneid_150209	geneid_150209	150209	AIFL
geneid_50808	geneid_50808	50808	AK3
geneid_4325	geneid_4325	4325	MMP16
geneid_2892	geneid_2892	2892	GRIA3
geneid_147687	geneid_147687	147687	ZNF417
geneid_634	geneid_634	634	CEACAM1
geneid_157983	geneid_157983	157983	C9orf66
geneid_4692	geneid_4692	4692	NDN
geneid_9283	geneid_9283	9283	GPR37L1
geneid_493753	geneid_493753	493753	MGC52110
geneid_145757	geneid_145757	145757	LOC145757
geneid_4880	geneid_4880	4880	NPPC
geneid_340533	geneid_340533	340533	RP11-130N24.1
geneid_2791	geneid_2791	2791	GNG11
geneid_2271	geneid_2271	2271	FH
geneid_121274	geneid_121274	121274	ZNF641
geneid_84317	geneid_84317	84317	CCDC115
geneid_284525	geneid_284525	284525	SLC9A11
geneid_11189	geneid_11189	11189	TNRC4
geneid_122970	geneid_122970	122970	ACOT4
geneid_1950	geneid_1950	1950	EGF
geneid_22863	geneid_22863	22863	KIAA0831
geneid_64327	geneid_64327	64327	LMBR1
geneid_2779	geneid_2779	2779	GNAT1
geneid_57787	geneid_57787	57787	MARK4
geneid_26270	geneid_26270	26270	FBXO6
geneid_2668	geneid_2668	2668	GDNF
geneid_27294	geneid_27294	27294	DHDH
geneid_338872	geneid_338872	338872	C1QTNF9
geneid_54916	geneid_54916	54916	C14orf101
geneid_8704	geneid_8704	8704	B4GALT2
geneid_6173	geneid_6173	6173	RPL36A
geneid_9369	geneid_9369	9369	NRXN3
geneid_7414	geneid_7414	7414	VCL
geneid_1948	geneid_1948	1948	EFNB2
geneid_55076	geneid_55076	55076	TMEM45A
geneid_5338	geneid_5338	5338	PLD2
geneid_148113	geneid_148113	148113	CILP2
geneid_55073	geneid_55073	55073	FLJ10120
geneid_4159	geneid_4159	4159	MC3R
geneid_147172	geneid_147172	147172	DKFZp667M2411
geneid_51095	geneid_51095	51095	TRNT1
geneid_254848	geneid_254848	254848	LOC254848
geneid_10025	geneid_10025	10025	THRAP5
geneid_23512	geneid_23512	23512	SUZ12
geneid_51668	geneid_51668	51668	C1orf41
geneid_399909	geneid_399909	399909	PCNXL3
geneid_7512	geneid_7512	7512	XPNPEP2
geneid_25886	geneid_25886	25886	WDR51A
geneid_91419	geneid_91419	91419	XRCC6BP1
geneid_56891	geneid_56891	56891	LGALS14
geneid_325	geneid_325	325	APCS
geneid_283174	geneid_283174	283174	LOC283174
geneid_494150	geneid_494150	494150	LOC494150
geneid_54510	geneid_54510	54510	PCDH18
geneid_7813	geneid_7813	7813	EVI5
geneid_10464	geneid_10464	10464	C13orf24
geneid_83857	geneid_83857	83857	TMTC1
geneid_23227	geneid_23227	23227	MAST4
geneid_3074	geneid_3074	3074	HEXB
geneid_253039	geneid_253039	253039	LOC253039
geneid_1616	geneid_1616	1616	DAXX
geneid_79036	geneid_79036	79036	MGC2749
geneid_83992	geneid_83992	83992	CTTNBP2
geneid_3749	geneid_3749	3749	KCNC4
geneid_10420	geneid_10420	10420	TESK2
geneid_9319	geneid_9319	9319	TRIP13
geneid_29028	geneid_29028	29028	ATAD2
geneid_55337	geneid_55337	55337	FLJ11286
geneid_3484	geneid_3484	3484	IGFBP1
geneid_5926	geneid_5926	5926	ARID4A
geneid_55213	geneid_55213	55213	RCBTB1
geneid_79763	geneid_79763	79763	ISOC2
geneid_728	geneid_728	728	C5AR1
geneid_2167	geneid_2167	2167	FABP4
geneid_388677	geneid_388677	388677	NOTCH2NL
geneid_6118	geneid_6118	6118	RPA2
geneid_2157	geneid_2157	2157	F8
geneid_6462	geneid_6462	6462	SHBG
geneid_94235	geneid_94235	94235	GNG8
geneid_85481	geneid_85481	85481	PSKH2
geneid_9425	geneid_9425	9425	CDYL
geneid_27291	geneid_27291	27291	C10orf28
geneid_150737	geneid_150737	150737	TTC30B
geneid_64693	geneid_64693	64693	CTAGE1
geneid_253832	geneid_253832	253832	ZDHHC20
geneid_80215	geneid_80215	80215	C21orf96
geneid_27076	geneid_27076	27076	LYPD3
geneid_132884	geneid_132884	132884	EVC2
geneid_114879	geneid_114879	114879	OSBPL5
geneid_642675	geneid_642675	642675	LOC642675
geneid_58531	geneid_58531	58531	PRM3
geneid_8464	geneid_8464	8464	SUPT3H
geneid_54857	geneid_54857	54857	GDPD2
geneid_222161	geneid_222161	222161	DKFZp586I1420
geneid_158931	geneid_158931	158931	TCEAL6
geneid_2395	geneid_2395	2395	FXN
geneid_247	geneid_247	247	ALOX15B
geneid_51566	geneid_51566	51566	ARMCX3
geneid_5053	geneid_5053	5053	PAH
geneid_146206	geneid_146206	146206	RLTPR
geneid_27257	geneid_27257	27257	LSM1
geneid_57140	geneid_57140	57140	RNPEPL1
geneid_147991	geneid_147991	147991	DPY19L3
geneid_23175	geneid_23175	23175	LPIN1
geneid_9142	geneid_9142	9142	CXorf1
geneid_201973	geneid_201973	201973	CCDC111
geneid_84812	geneid_84812	84812	PLCD4
geneid_11219	geneid_11219	11219	TREX2
geneid_51306	geneid_51306	51306	C5orf5
geneid_344658	geneid_344658	344658	SAMD7
geneid_339005	geneid_339005	339005	WHDC1L1
geneid_4124	geneid_4124	4124	MAN2A1
geneid_3798	geneid_3798	3798	KIF5A
geneid_222255	geneid_222255	222255	ATXN7L4
geneid_726	geneid_726	726	CAPN5
geneid_58528	geneid_58528	58528	RRAGD
geneid_7274	geneid_7274	7274	TTPA
geneid_51372	geneid_51372	51372	CCDC72
geneid_8439	geneid_8439	8439	NSMAF
geneid_8723	geneid_8723	8723	SNX4
geneid_388335	geneid_388335	388335	LOC388335
geneid_26059	geneid_26059	26059	CAST1
geneid_23042	geneid_23042	23042	KIAA0251
geneid_2840	geneid_2840	2840	GPR17
geneid_9467	geneid_9467	9467	SH3BP5
geneid_55080	geneid_55080	55080	TAPBPL
geneid_149954	geneid_149954	149954	C20orf186
geneid_25941	geneid_25941	25941	C18orf10
geneid_158866	geneid_158866	158866	ZDHHC15
geneid_9215	geneid_9215	9215	LARGE
geneid_79918	geneid_79918	79918	SETD6
geneid_54927	geneid_54927	54927	CHCHD3
geneid_374875	geneid_374875	374875	HSD11B1L
geneid_342538	geneid_342538	342538	NACAL
geneid_84807	geneid_84807	84807	TA-NFKBH
geneid_84324	geneid_84324	84324	CIP29
geneid_154865	geneid_154865	154865	FLJ35834
geneid_4081	geneid_4081	4081	MAB21L1
geneid_8878	geneid_8878	8878	SQSTM1
geneid_57165	geneid_57165	57165	GJA12
geneid_84321	geneid_84321	84321	THOC3
geneid_956	geneid_956	956	ENTPD3
geneid_26272	geneid_26272	26272	FBXO4
geneid_80139	geneid_80139	80139	ZNF703
geneid_1728	geneid_1728	1728	NQO1
geneid_64794	geneid_64794	64794	DDX31
geneid_51667	geneid_51667	51667	NYREN18
geneid_388743	geneid_388743	388743	LOC388743
geneid_9764	geneid_9764	9764	KIAA0513
geneid_284340	geneid_284340	284340	UNQ473
geneid_159090	geneid_159090	159090	FAM122B
geneid_60490	geneid_60490	60490	PPCDC
geneid_90507	geneid_90507	90507	SCRN2
geneid_24141	geneid_24141	24141	C20orf103
geneid_221481	geneid_221481	221481	C6orf81
geneid_338382	geneid_338382	338382	RAB7B
geneid_774	geneid_774	774	CACNA1B
geneid_3082	geneid_3082	3082	HGF
geneid_3603	geneid_3603	3603	IL16
geneid_58	geneid_58	58	ACTA1
geneid_26996	geneid_26996	26996	GPR160
geneid_6782	geneid_6782	6782	STCH
geneid_55179	geneid_55179	55179	FAIM
geneid_6945	geneid_6945	6945	MLX
geneid_2290	geneid_2290	2290	FOXG1B
geneid_3249	geneid_3249	3249	HPN
geneid_138009	geneid_138009	138009	WDR21C
geneid_159491	geneid_159491	159491	C10orf64
geneid_255022	geneid_255022	255022	FAM26C
geneid_3356	geneid_3356	3356	HTR2A
geneid_10686	geneid_10686	10686	CLDN16
geneid_60675	geneid_60675	60675	PROK2
geneid_646791	geneid_646791	646791	LOC646791
geneid_23476	geneid_23476	23476	BRD4
geneid_51142	geneid_51142	51142	CHCHD2
geneid_114881	geneid_114881	114881	OSBPL7
geneid_2130	geneid_2130	2130	EWSR1
geneid_178	geneid_178	178	AGL
geneid_1653	geneid_1653	1653	DDX1
geneid_5320	geneid_5320	5320	PLA2G2A
geneid_140625	geneid_140625	140625	ACTRT2
geneid_151835	geneid_151835	151835	CPNE9
geneid_57213	geneid_57213	57213	C13orf1
geneid_7733	geneid_7733	7733	ZNF180
geneid_1063	geneid_1063	1063	CENPF
geneid_65125	geneid_65125	65125	WNK1
geneid_54576	geneid_54576	54576	UGT1A8
geneid_29958	geneid_29958	29958	DMGDH
geneid_55205	geneid_55205	55205	ZNF532
geneid_150383	geneid_150383	150383	LOC150383
geneid_339123	geneid_339123	339123	LOC339123
geneid_6730	geneid_6730	6730	SRP68
geneid_92922	geneid_92922	92922	CCDC102A
geneid_3717	geneid_3717	3717	JAK2
geneid_221336	geneid_221336	221336	C6orf65
geneid_1060	geneid_1060	1060	CENPC1
geneid_23139	geneid_23139	23139	MAST2
geneid_9522	geneid_9522	9522	SCAMP1
geneid_143458	geneid_143458	143458	LDLRAD3
geneid_26658	geneid_26658	26658	OR7C2
geneid_64137	geneid_64137	64137	ABCG4
geneid_166815	geneid_166815	166815	TIGD2
geneid_80032	geneid_80032	80032	ZNF556
geneid_7381	geneid_7381	7381	UQCRB
geneid_170960	geneid_170960	170960	ZNF721
geneid_1742	geneid_1742	1742	DLG4
geneid_5710	geneid_5710	5710	PSMD4
geneid_10369	geneid_10369	10369	CACNG2
geneid_9044	geneid_9044	9044	BTAF1
geneid_113675	geneid_113675	113675	SDSL
geneid_25805	geneid_25805	25805	BAMBI
geneid_10850	geneid_10850	10850	CCL27
geneid_144453	geneid_144453	144453	VMD2L3
geneid_9119	geneid_9119	9119	K6HF
geneid_284498	geneid_284498	284498	C1orf167
geneid_147341	geneid_147341	147341	C18orf23
geneid_79041	geneid_79041	79041	TMEM38A
geneid_404220	geneid_404220	404220	C6orf201
geneid_54738	geneid_54738	54738	FEV
geneid_7298	geneid_7298	7298	TYMS
geneid_64969	geneid_64969	64969	MRPS5
geneid_253152	geneid_253152	253152	ABHD7
geneid_1773	geneid_1773	1773	DNASE1
geneid_80324	geneid_80324	80324	PUS1
geneid_121601	geneid_121601	121601	TMEM16D
geneid_55701	geneid_55701	55701	FLJ10357
geneid_145447	geneid_145447	145447	C14orf29
geneid_96764	geneid_96764	96764	NCOA6IP
geneid_64174	geneid_64174	64174	DPEP2
geneid_7979	geneid_7979	7979	SHFM1
geneid_10459	geneid_10459	10459	MAD2L2
geneid_89887	geneid_89887	89887	ZNF628
geneid_57496	geneid_57496	57496	MKL2
geneid_5582	geneid_5582	5582	PRKCG
geneid_162083	geneid_162083	162083	TNT
geneid_27115	geneid_27115	27115	PDE7B
geneid_80094	geneid_80094	80094	FLJ14107
geneid_57551	geneid_57551	57551	TAOK1
geneid_84275	geneid_84275	84275	BMSC-MCP
geneid_26015	geneid_26015	26015	RPAP1
geneid_4117	geneid_4117	4117	MAK
geneid_348327	geneid_348327	348327	ZNF530
geneid_399687	geneid_399687	399687	MYO18A
geneid_170959	geneid_170959	170959	ZNF431
geneid_9507	geneid_9507	9507	ADAMTS4
geneid_78988	geneid_78988	78988	MRP63
geneid_160065	geneid_160065	160065	PATE
geneid_80834	geneid_80834	80834	TAS1R2
geneid_25802	geneid_25802	25802	LMOD1
geneid_138429	geneid_138429	138429	PIP5KL1
geneid_64714	geneid_64714	64714	PDIA2
geneid_10079	geneid_10079	10079	ATP9A
geneid_83855	geneid_83855	83855	KLF16
geneid_643355	geneid_643355	643355	LOC643355
geneid_252839	geneid_252839	252839	TMEM9
geneid_51715	geneid_51715	51715	RAB23
geneid_219670	geneid_219670	219670	C10orf63
geneid_253650	geneid_253650	253650	FLJ35740
geneid_29924	geneid_29924	29924	EPN1
geneid_9628	geneid_9628	9628	RGS6
geneid_56251	geneid_56251	56251	LOC56251
geneid_696	geneid_696	696	BTN1A1
geneid_150468	geneid_150468	150468	CKAP2L
geneid_115019	geneid_115019	115019	SLC26A9
geneid_81579	geneid_81579	81579	PLA2G12A
geneid_646038	geneid_646038	646038	LOC646038
geneid_2630	geneid_2630	2630	GBAP
geneid_8462	geneid_8462	8462	KLF11
geneid_53373	geneid_53373	53373	TPCN1
geneid_23467	geneid_23467	23467	NPTXR
geneid_54097	geneid_54097	54097	FAM3B
geneid_8502	geneid_8502	8502	PKP4
geneid_283417	geneid_283417	283417	DPY19L2
geneid_4651	geneid_4651	4651	MYO10
geneid_126295	geneid_126295	126295	ZNF57
geneid_56951	geneid_56951	56951	C5orf15
geneid_284827	geneid_284827	284827	KRTAP13-4
geneid_10153	geneid_10153	10153	CEBPZ
geneid_84271	geneid_84271	84271	POLDIP3
geneid_5997	geneid_5997	5997	RGS2
geneid_64900	geneid_64900	64900	LPIN3
geneid_3572	geneid_3572	3572	IL6ST
geneid_94122	geneid_94122	94122	SYTL5
geneid_55212	geneid_55212	55212	BBS7
geneid_55759	geneid_55759	55759	WDR12
geneid_9882	geneid_9882	9882	TBC1D4
geneid_2815	geneid_2815	2815	GP9
geneid_57181	geneid_57181	57181	SLC39A10
geneid_338657	geneid_338657	338657	CCDC84
geneid_10631	geneid_10631	10631	POSTN
geneid_80723	geneid_80723	80723	TMEM22
geneid_259232	geneid_259232	259232	VGCNL1
geneid_84303	geneid_84303	84303	CHCHD6
geneid_79788	geneid_79788	79788	ZNF665
geneid_54882	geneid_54882	54882	ANKHD1
geneid_1387	geneid_1387	1387	CREBBP
geneid_79135	geneid_79135	79135	FAM121B
geneid_5918	geneid_5918	5918	RARRES1
geneid_30849	geneid_30849	30849	PIK3R4
geneid_2627	geneid_2627	2627	GATA6
geneid_114789	geneid_114789	114789	SLC25A25
geneid_79611	geneid_79611	79611	FLJ21963
geneid_79805	geneid_79805	79805	VASH2
geneid_11273	geneid_11273	11273	ATXN2L
geneid_79693	geneid_79693	79693	YRDC
geneid_83591	geneid_83591	83591	THAP2
geneid_123591	geneid_123591	123591	C15orf27
geneid_10273	geneid_10273	10273	STUB1
geneid_5064	geneid_5064	5064	PALM
geneid_388494	geneid_388494	388494	LOC388494
geneid_84976	geneid_84976	84976	DISP1
geneid_5961	geneid_5961	5961	RDS
geneid_2185	geneid_2185	2185	PTK2B
geneid_57653	geneid_57653	57653	KIAA1529
geneid_81847	geneid_81847	81847	RNF146
geneid_3693	geneid_3693	3693	ITGB5
geneid_84901	geneid_84901	84901	NFATC2IP
geneid_79630	geneid_79630	79630	C1orf54
geneid_11146	geneid_11146	11146	GLMN
geneid_79080	geneid_79080	79080	CCDC86
geneid_79717	geneid_79717	79717	PPCS
geneid_117246	geneid_117246	117246	FTSJ3
geneid_26172	geneid_26172	26172	C3orf41
geneid_23678	geneid_23678	23678	SGK3
geneid_10873	geneid_10873	10873	ME3
geneid_390010	geneid_390010	390010	NKX1-2
geneid_5980	geneid_5980	5980	REV3L
geneid_10478	geneid_10478	10478	SLC25A17
geneid_4835	geneid_4835	4835	NQO2
geneid_4694	geneid_4694	4694	NDUFA1
geneid_64114	geneid_64114	64114	TMBIM1
geneid_85457	geneid_85457	85457	KIAA1737
geneid_80255	geneid_80255	80255	SLC35F5
geneid_147699	geneid_147699	147699	FLJ40125
geneid_11342	geneid_11342	11342	RNF13
geneid_140609	geneid_140609	140609	NEK7
geneid_28514	geneid_28514	28514	DLL1
geneid_348174	geneid_348174	348174	LOC348174
geneid_6777	geneid_6777	6777	STAT5B
geneid_6732	geneid_6732	6732	SRPK1
geneid_285989	geneid_285989	285989	LOC285989
geneid_6369	geneid_6369	6369	CCL24
geneid_390535	geneid_390535	390535	GOLGA8E
geneid_10963	geneid_10963	10963	STIP1
geneid_79057	geneid_79057	79057	PRRG3
geneid_373863	geneid_373863	373863	DND1
geneid_79160	geneid_79160	79160	MGC4294
geneid_9463	geneid_9463	9463	PICK1
geneid_79682	geneid_79682	79682	MLF1IP
geneid_29940	geneid_29940	29940	SART2
geneid_56944	geneid_56944	56944	OLFML3
geneid_54964	geneid_54964	54964	C1orf56
geneid_55601	geneid_55601	55601	FLJ20035
geneid_23344	geneid_23344	23344	FAM62A
geneid_2192	geneid_2192	2192	FBLN1
geneid_169611	geneid_169611	169611	OLFML2A
geneid_80724	geneid_80724	80724	ACAD10
geneid_25853	geneid_25853	25853	WDR40A
geneid_387644	geneid_387644	387644	C10orf51
geneid_90024	geneid_90024	90024	FLJ20021
geneid_283726	geneid_283726	283726	DKFZp666G057
geneid_153222	geneid_153222	153222	LOC153222
geneid_7514	geneid_7514	7514	XPO1
geneid_84548	geneid_84548	84548	FAM11A
geneid_644625	geneid_644625	644625	FLJ37060
geneid_90589	geneid_90589	90589	ZNF625
geneid_346	geneid_346	346	APOC4
geneid_125875	geneid_125875	125875	CLDND2
geneid_9577	geneid_9577	9577	BRE
geneid_400891	geneid_400891	400891	LOC400891
geneid_5174	geneid_5174	5174	PDZK1
geneid_55655	geneid_55655	55655	NALP2
geneid_51592	geneid_51592	51592	TRIM33
geneid_8710	geneid_8710	8710	SERPINB7
geneid_83650	geneid_83650	83650	AMAC1L2
geneid_140831	geneid_140831	140831	ZSWIM3
geneid_51005	geneid_51005	51005	AMDHD2
geneid_5411	geneid_5411	5411	PNN
geneid_23277	geneid_23277	23277	KIAA0664
geneid_64410	geneid_64410	64410	KLHL25
geneid_23053	geneid_23053	23053	KIAA0913
geneid_246778	geneid_246778	246778	IL27
geneid_23787	geneid_23787	23787	MTCH1
geneid_7345	geneid_7345	7345	UCHL1
geneid_8536	geneid_8536	8536	CAMK1
geneid_80185	geneid_80185	80185	C8orf41
geneid_9491	geneid_9491	9491	PSMF1
geneid_84141	geneid_84141	84141	FLJ13391
geneid_1286	geneid_1286	1286	COL4A4
geneid_283576	geneid_283576	283576	ZDHHC22
geneid_254958	geneid_254958	254958	REXO1L1
geneid_4176	geneid_4176	4176	MCM7
geneid_84503	geneid_84503	84503	ZNF527
geneid_84069	geneid_84069	84069	PLEKHN1
geneid_51503	geneid_51503	51503	HSPC148
geneid_115352	geneid_115352	115352	FCRL3
geneid_3850	geneid_3850	3850	KRT3
geneid_9626	geneid_9626	9626	GUCA1C
geneid_140564	geneid_140564	140564	APOBEC3D
geneid_3227	geneid_3227	3227	HOXC11
geneid_352999	geneid_352999	352999	C6orf58
geneid_1213	geneid_1213	1213	CLTC
geneid_9499	geneid_9499	9499	MYOT
geneid_55325	geneid_55325	55325	C4orf20
geneid_7306	geneid_7306	7306	TYRP1
geneid_3641	geneid_3641	3641	INSL4
geneid_58473	geneid_58473	58473	PLEKHB1
geneid_84975	geneid_84975	84975	MFSD5
geneid_121355	geneid_121355	121355	FAM112B
geneid_3112	geneid_3112	3112	HLA-DOB
geneid_29851	geneid_29851	29851	ICOS
geneid_5480	geneid_5480	5480	PPIC
geneid_2994	geneid_2994	2994	GYPB
geneid_83451	geneid_83451	83451	ABHD11
geneid_57763	geneid_57763	57763	ANKRA2
geneid_5443	geneid_5443	5443	POMC
geneid_23208	geneid_23208	23208	SYT11
geneid_130355	geneid_130355	130355	LOC130355
geneid_1673	geneid_1673	1673	DEFB4
geneid_255239	geneid_255239	255239	ANKK1
geneid_1755	geneid_1755	1755	DMBT1
geneid_1066	geneid_1066	1066	CES1
geneid_6760	geneid_6760	6760	SS18
geneid_89765	geneid_89765	89765	TSGA2
